index,X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
5472,-10967661.930028,4008118.73330013,5630,82776308,NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,6515 KEMP BOULEVARD,WICHITA FALLS,TX,76308,NOT AVAILABLE,(940) 692-1220,PSYCHIATRIC,OPEN,312,WICHITA,48485,USA,33.8458242790001,-98.524183428,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY/OTHER,2017/01/20 00:00:00+00,http://www.dshs.texas.gov/mhhospitals/northtexassh/default.shtm,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - STATE,-999,312,NOT AVAILABLE,N
5473,-10973858.2122225,3440292.5188414,5631,15078229,"AUDIE L. MURPHY VA HOSPITAL, STVHCS",7400 MERTON MINTER,SAN ANTONIO,TX,78229,NOT AVAILABLE,(210) 617-5300,MILITARY,OPEN,268,BEXAR,48029,USA,29.5066647570001,-98.5798455779999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.va.gov/directory/guide/allstate.asp,2020/09/25 00:00:00+00,IMAGERY/OTHER,2015/05/29 00:00:00+00,http://www.southtexas.va.gov/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - FEDERAL,-999,268,NOT AVAILABLE,Y
5474,-9373349.77045729,4832581.28360339,5632,10645405,GRANDVIEW HOSPITAL,405 W GRAND AVE,DAYTON,OH,45405,NOT AVAILABLE,(937) 723-3200,GENERAL ACUTE CARE,OPEN,289,MONTGOMERY,39113,USA,39.770040754,-84.2022336219999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.ketteringhealth.org/grandview/,1017,NOT AVAILABLE,39,NON-PROFIT,-999,289,LEVEL III,N
5475,-10884184.2204469,3649761.41243631,5633,4,CARL R. DARNALL ARMY MEDICAL CENTER,36000 DARNALL LOOP,FORT HOOD,TX,76544,NOT AVAILABLE,NOT AVAILABLE,MILITARY,OPEN,128,BELL,48027,USA,31.1309055250001,-97.7742904039999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.tricare.mil/mtf,2021/04/01 00:00:00+00,IMAGERY/OTHER,2015/07/28 00:00:00+00,http://www.crdamc.amedd.army.mil/,NOT AVAILABLE,NOT AVAILABLE,48,GOVERNMENT - FEDERAL,-999,128,LEVEL III,N
5476,-9372258.38248101,4822049.80694174,5634,9745429,KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,NOT AVAILABLE,(937) 298-4331,GENERAL ACUTE CARE,OPEN,456,MONTGOMERY,39113,USA,39.697286574,-84.1924295169999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.ketteringhealth.org/,1017,NOT AVAILABLE,39,NON-PROFIT,-999,456,LEVEL II,Y
5477,-12506055.416625,3980715.52605381,5635,193985378,DESTINY SPRINGS HEALTHCARE,17300 NORTH DYSART ROAD,SURPRISE,AZ,85378,NOT AVAILABLE,(480) 719-5154,GENERAL ACUTE CARE,OPEN,90,MARICOPA,04013,USA,33.6411283690001,-112.343807248,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/09/16 00:00:00+00,IMAGERY/OTHER,2020/05/05 00:00:00+00,https://destinysprings.com/,MED7892,NOT AVAILABLE,4,NOT AVAILABLE,-999,90,NOT AVAILABLE,N
5478,-10381602.9175556,5239500.38791864,5636,4550126,ELLSWORTH MUNICIPAL HOSPITAL,110 ROCKSYLVANIA AVENUE,IOWA FALLS,IA,50126,NOT AVAILABLE,(515) 648-4631,GENERAL ACUTE CARE,CLOSED,23,HARDIN,19083,USA,42.5220284660001,-93.259525745,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,ftp://ftp.igsb.uiowa.edu/gis_library/ia_state/infrastructure/,2012/06/05 00:00:00+00,IMAGERY/OTHER,2014/01/07 00:00:00+00,http://www.emhia.com,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - LOCAL,-999,23,LEVEL IV,N
5479,-9378474.86393103,4813416.5776782,5637,128145342,NEW LIFECARE HOSPITALS OF DAYTON,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,NOT AVAILABLE,(937) 384-8300,LONG TERM CARE,OPEN,44,MONTGOMERY,39113,USA,39.637588717,-84.24827312,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2015/03/11 00:00:00+00,http://www.lifecare-hospitals.com/hospital/dayton,1439,NOT AVAILABLE,39,PROPRIETARY,-999,44,NOT AVAILABLE,Y
5480,-9372868.62758058,4829201.97134074,5638,127945417,KINDRED HOSPITALS-DAYTON,707 EAST EDWIN C MOSES BLVD,DAYTON,OH,45417,NOT AVAILABLE,(937) 234-2606,LONG TERM CARE,OPEN,67,MONTGOMERY,39113,USA,39.7467039530001,-84.197911442,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY/OTHER,2015/03/11 00:00:00+00,http://www.khdayton.com/,1458,NOT AVAILABLE,39,PROPRIETARY,-999,67,NOT AVAILABLE,N
5481,-9130035.0902287,4862282.16372594,5639,8343701,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,NOT AVAILABLE,(740) 454-4354,GENERAL ACUTE CARE,OPEN,321,MUSKINGUM,39119,USA,39.9748082890001,-82.016500661,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.genesishcs.org,1250,BETHESDAY HOSPITAL,39,NON-PROFIT,-999,321,LEVEL III,Y
5482,-12454153.845958,3947115.38550812,5640,1385202,BANNER DESERT MEDICAL CENTER,1400 S. DOBSON RD.,MESA,AZ,85202,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,489,MARICOPA,04013,USA,33.3894771600001,-111.877567506,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/08/10 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.bannerhealth.com/locations/arizona/banner+behavioral +health,NOT AVAILABLE,NOT AVAILABLE,4,NON-PROFIT,-999,489,LEVEL I,Y
5483,-12474170.6747016,3957111.63772851,5641,1685006,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,NOT AVAILABLE,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,640,MARICOPA,04013,USA,33.464421444,-112.057381738,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/08/10 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,http://www.bannerhealth.com/locations/arizona/banner+behavioral +health,NOT AVAILABLE,NOT AVAILABLE,4,NON-PROFIT,-999,640,LEVEL I,Y
5484,-13334315.4743722,4750389.43276318,5642,3789703,SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,CARSON CITY,NV,89703,NOT AVAILABLE,(775) 883-1700,GENERAL ACUTE CARE,OPEN,15,CARSON CITY,32510,USA,39.200201545,-119.784193939,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://dpbh.nv.gov/reg/healthfacilities/community_resources/,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,http://www.carsontahoe.com/sierra-surgery,NOT AVAILABLE,NOT AVAILABLE,32,NON-PROFIT,-999,15,NOT AVAILABLE,N
5485,-12426641.4518833,4192467.84544561,5643,182786001,"REHABILITATION HOSPITAL OF NORTHERN ARIZONA, LLC",1851 NORTH GEMINI DRIVE,FLAGSTAFF,AZ,86001,NOT AVAILABLE,(928) 774-7070,REHABILITATION,OPEN,40,COCONINO,04005,USA,35.2100865580001,-111.630419465,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://www.azdhs.gov/als/databases/,2020/09/16 00:00:00+00,IMAGERY/OTHER,2020/05/05 00:00:00+00,http://rhna.ernesthealth.com/,MED7587,NOT AVAILABLE,4,NOT AVAILABLE,-999,40,NOT AVAILABLE,N
5486,-12829138.5572892,4318016.84564701,5644,1689117,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD,LAS VEGAS,NV,89117,NOT AVAILABLE,(702) 873-2400,PSYCHIATRIC,OPEN,110,CLARK,32003,USA,36.126320628,-115.246112481,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dpbh.nv.gov/reg/healthfacilities/community_resources/,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,www.springmountaintreatmentcenter.com,4706-HOS-14,NOT AVAILABLE,32,PROPRIETARY,-999,110,NOT AVAILABLE,N
5487,-12820264.2609916,4323102.96758982,5646,2489106,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,NOT AVAILABLE,(702) 388-4000,GENERAL ACUTE CARE,OPEN,365,CLARK,32003,USA,36.1632161630001,-115.166393321,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dpbh.nv.gov/reg/healthfacilities/community_resources/,2020/08/08 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,http://www.valleyhospital.net,667-HOS-45,NOT AVAILABLE,32,PROPRIETARY,-999,365,NOT AVAILABLE,Y
5488,-10253552.5089368,5288709.85196111,5647,2750674,COMMUNITY MEMORIAL HOSPITAL,909 WEST 1ST STREET,SUMNER,IA,50674,NOT AVAILABLE,(563) 578-3275,CRITICAL ACCESS,OPEN,25,BREMER,19017,USA,42.8469818570001,-92.109229353,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/15 00:00:00+00,http://www.cmhsumner.org,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,25,LEVEL IV,Y
5489,-10203080.1639801,5157722.92422395,5648,7452403,MERCY MEDICAL CENTER,701 TENTH STREET SE,CEDAR RAPIDS,IA,52403,NOT AVAILABLE,(319) 398-6011,GENERAL ACUTE CARE,OPEN,454,LINN,19113,USA,41.9782564650001,-91.655828564,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/15 00:00:00+00,http://www.mercycare.org,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,454,LEVEL III,Y
5490,-12448049.5588587,4976699.30558988,5649,3584108,UNIVERSITY OF UTAH NEUROPSYCHIATRIC INSTITUTE (UNI),501 CHIPETA WAY,SALT LAKE CITY,UT,84108,NOT AVAILABLE,(801) 583-2500,PSYCHIATRIC,OPEN,94,SALT LAKE,49035,USA,40.757913741,-111.822731762,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://opendata.utah.gov/health/utah-hospital-characteristics/ierb-h3t5/data,2020/08/10 00:00:00+00,IMAGERY/OTHER,2013/12/06 00:00:00+00,http://www.med.utah.edu/uni,NOT AVAILABLE,NOT AVAILABLE,49,GOVERNMENT - STATE,-999,94,NOT AVAILABLE,N
5491,-12451526.0301547,4949987.59106592,5650,3184094,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,NOT AVAILABLE,(801) 501-2600,GENERAL ACUTE CARE,OPEN,69,SALT LAKE,49035,USA,40.5759051520001,-111.853961435,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.utah.gov/health/utah-hospital-characteristics/ierb-h3t5/data,2020/08/10 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.intermountainhealthcare.org,NOT AVAILABLE,NOT AVAILABLE,49,NON-PROFIT,-999,69,NOT AVAILABLE,Y
5492,-10188839.3732174,5110761.25109916,5651,8752245,MERCY HOSPITAL,500 EAST MARKET STREET,IOWA CITY,IA,52245,NOT AVAILABLE,(319) 339-3540,GENERAL ACUTE CARE,OPEN,234,JOHNSON,19103,USA,41.663871483,-91.5279013639999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/15 00:00:00+00,http://www.mercyiowacity.org/,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,234,LEVEL III,N
5493,-10191026.3621675,5110305.91618935,5652,9052242,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,NOT AVAILABLE,(319) 356-1616,GENERAL ACUTE CARE,OPEN,1103,JOHNSON,19103,USA,41.6608156890001,-91.5475474199999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY,2016/04/15 00:00:00+00,http://www.uihealthcare.com,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - STATE,-999,1103,"LEVEL I, LEVEL I PEDIATRIC",Y
5494,-10162137.1716363,5177909.92590785,5653,6352205,ANAMOSA COMMUNITY HOSPITAL,104 BROADWAY PLACE,ANAMOSA,IA,52205,NOT AVAILABLE,(319) 462-3588,GENERAL ACUTE CARE,CLOSED,38,JONES,19105,USA,42.112923843,-91.288031406,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,ftp://ftp.igsb.uiowa.edu/gis_library/ia_state/infrastructure/,2012/06/05 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.jonesregional.org,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,38,NOT AVAILABLE,N
5495,-12505662.4280984,4715195.89816746,5654,484631,FILLMORE COMMUNITY HOSPITAL,674 SOUTH STATE HIGHWAY 99,FILLMORE,UT,84631,NOT AVAILABLE,(435) 743-5591,CRITICAL ACCESS,OPEN,19,MILLARD,49027,USA,38.954777445,-112.340276972,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://opendata.utah.gov/health/utah-hospital-characteristics/ierb-h3t5/data,2020/08/10 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,https://intermountainhealthcare.org/locations/fillmore-community-hospital/,NOT AVAILABLE,NOT AVAILABLE,49,NON-PROFIT,-999,19,LEVEL V,Y
5496,-10770032.4452152,3882758.61659472,5655,14275243,KINDRED HOSPITAL - DALLAS,9525 GREENVILLE AVE,DALLAS,TX,75243,NOT AVAILABLE,(214) 355-2600,LONG TERM CARE,CLOSED,110,DALLAS,48113,USA,32.9054339370001,-96.7488475599999,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,2020/09/02 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,http://www.khdallas.com,NOT AVAILABLE,NOT AVAILABLE,48,PROPRIETARY,-999,110,NOT AVAILABLE,N
5497,-10220255.2375569,5307146.20900328,5656,2552175,PALMER LUTHERAN HEALTH CENTER,112 JEFFERSON,WEST UNION,IA,52175,NOT AVAILABLE,(563) 422-3876,CRITICAL ACCESS,OPEN,25,FAYETTE,19065,USA,42.9682880450001,-91.810114875,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/15 00:00:00+00,http://www.palmerlutheran.org,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,25,LEVEL IV,Y
5498,-10230500.3515639,5262701.42096392,5657,3850662,MERCY HOSPITAL OF FRANCISCAN SISTERS,201 8TH AVENUE SOUTHEAST,OELWEIN,IA,50662,NOT AVAILABLE,(319) 283-6000,CRITICAL ACCESS,OPEN,25,FAYETTE,19065,USA,42.6754476460001,-91.9021483,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY,2016/04/15 00:00:00+00,http://www.wheatoniowa.org/,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,25,LEVEL IV,Y
5499,-9725647.16959394,5070871.87421742,5658,3746307,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,NOT AVAILABLE,(219) 757-6100,GENERAL ACUTE CARE,OPEN,183,LAKE,18089,USA,41.3956203400001,-87.366975004,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/qamis/hosdir,2020/08/15 00:00:00+00,IMAGERY/OTHER,2014/03/12 00:00:00+00,http://www.stanthonymedicalcenter.com,17-005107-1,NOT AVAILABLE,18,NON-PROFIT,-999,183,LEVEL III,Y
5500,-12440180.0649015,3933478.08888505,5659,16285297,PHOENIX CHILDREN'S HOSPITAL - MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,NOT AVAILABLE,(602) 933-4900,CHILDREN,OPEN,22,MARICOPA,04013,USA,33.287130823,-111.752038895,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/08/10 00:00:00+00,IMAGERY/OTHER,2016/03/09 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,4,NOT AVAILABLE,-999,22,NOT AVAILABLE,Y
5501,-10242789.1424764,5186992.50810001,5660,6252349,VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,VINTON,IA,52349,NOT AVAILABLE,(319) 472-6200,CRITICAL ACCESS,OPEN,25,BENTON,19011,USA,42.1734205770001,-92.0125403869999,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY,2016/04/15 00:00:00+00,http://www.vghinc.com,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,25,LEVEL IV,Y
5502,-10292370.5011456,5241239.08667416,5661,4350613,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,50613,NOT AVAILABLE,(319) 268-3000,GENERAL ACUTE CARE,OPEN,101,BLACK HAWK,19013,USA,42.53353888,-92.45793731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/14 00:00:00+00,http://www.wheatoniowa.org,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,101,LEVEL IV,Y
5503,-9061747.43478697,4982492.09375873,5662,7544710,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,NOT AVAILABLE,(330) 497-3966,GENERAL ACUTE CARE,OPEN,820,STARK,39151,USA,40.7973191510001,-81.403062215,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://publicapps.odh.ohio.gov/eid/provider_search.aspx,2021/04/27 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.aultman.com,1270,NOT AVAILABLE,39,NON-PROFIT,-999,820,LEVEL II,Y
5504,-10331388.3515814,5356145.32593649,5663,750461,MITCHELL COUNTY MEMORIAL HOSPITAL,616 NORTH 8TH STREET,OSAGE,IA,50461,NOT AVAILABLE,(641) 732-6003,CRITICAL ACCESS,OPEN,25,MITCHELL,19131,USA,43.289528117,-92.808440624,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/18 00:00:00+00,http://www.mitchellcohospital-clinics.com,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - LOCAL,-999,25,LEVEL IV,Y
5505,-10330068.798724,5018756.54698932,5664,11652531,MONROE COUNTY HOSPITAL,6580 165TH ST,ALBIA,IA,52531,NOT AVAILABLE,(641) 932-2134,CRITICAL ACCESS,OPEN,25,MONROE,19135,USA,41.0434764510001,-92.796586879,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/18 00:00:00+00,http://www.mchalbia.com,NOT AVAILABLE,NOT AVAILABLE,19,GOVERNMENT - LOCAL,-999,25,LEVEL IV,Y
5506,-10336782.8757376,4976362.73883369,5665,13252544,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST. JOSEPH DRIVE,CENTERVILLE,IA,52544,NOT AVAILABLE,(641) 437-4111,CRITICAL ACCESS,OPEN,45,APPANOOSE,19007,USA,40.755623529,-92.856900459,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY,2016/04/15 00:00:00+00,http://www.mercycenterville.org,NOT AVAILABLE,NOT AVAILABLE,19,NON-PROFIT,-999,45,LEVEL IV,Y
5507,-10342341.1259291,5168232.98424487,5666,6850158,UNITYPOINT HEALTH MARSHALLTOWN,THREE SOUTH FOURTH AVENUE,MARSHALLTOWN,IA,50158,NOT AVAILABLE,(641) 854-7021,GENERAL ACUTE CARE,OPEN,125,MARSHALL,19127,USA,42.0484046390001,-92.90683107,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,2020/08/08 00:00:00+00,IMAGERY/OTHER,2016/04/15 00:00:00+00,http://www.centraliowahealthcare.com/,NOT AVAILABLE,CENTRAL IOWA HEALTHCARE,19,NON-PROFIT,-999,125,LEVEL III,Y
5508,-11089983.7740872,5743914.53140664,5667,3457437,EUREKA COMMUNITY HEALTH SERVICES,410 9TH STREET,EUREKA,SD,57437,NOT AVAILABLE,(605) 284-2661,CRITICAL ACCESS,CLOSED,6,MCPHERSON,46089,USA,45.7721722680001,-99.623019249,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2020/08/09 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.avera.org,NOT AVAILABLE,NOT AVAILABLE,46,NON-PROFIT,-999,6,TRH,N
5509,-11181927.130568,5707925.99633449,5668,5757601,MOBRIDGE REGIONAL HOSPITAL,1401 10TH AVENUE WEST,MOBRIDGE,SD,57601,NOT AVAILABLE,(605) 845-3692,CRITICAL ACCESS,OPEN,25,WALWORTH,46129,USA,45.54621696,-100.448960473,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2020/08/09 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.mobridgehospital.org,NOT AVAILABLE,NOT AVAILABLE,46,NON-PROFIT,-999,25,CTH,Y
5510,-11069148.0366452,5346977.93025777,5669,1957533,AVERA GREGORY HOSPITAL,400 PARK AVENUE,GREGORY,SD,57533,NOT AVAILABLE,(605) 835-8394,CRITICAL ACCESS,OPEN,25,GREGORY,46053,USA,43.229554631,-99.435848635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptph04licenselist.aspx,2020/08/09 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.avera.org/,NOT AVAILABLE,NOT AVAILABLE,46,NON-PROFIT,-999,25,TRH,Y
5511,-12470723.2464381,3956234.3895714,5670,5485008,VALLEYWISE HEALTH MEDICAL CENTER,2601 E ROOSEVELT,PHOENIX,AZ,85008,NOT AVAILABLE,(602) 344-5011,GENERAL ACUTE CARE,OPEN,500,MARICOPA,04013,USA,33.4578470960001,-112.026412963,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/08/10 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,http://www.mihs.org/centers/maricopa-medical-center,NOT AVAILABLE,NOT AVAILABLE,4,GOVERNMENT - DISTRICT/AUTHORITY,-999,500,LEVEL I,Y
5512,-12424497.8635085,3947384.69334935,5671,5985209,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 S. CRISMON ROAD,MESA,AZ,85209,NOT AVAILABLE,(480) 358-6100,GENERAL ACUTE CARE,OPEN,172,MARICOPA,04013,USA,33.391497073,-111.611163283,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/08/10 00:00:00+00,IMAGERY,2013/12/10 00:00:00+00,http://www.mvmedicalcenter.com,NOT AVAILABLE,NOT AVAILABLE,4,PROPRIETARY,-999,172,LEVEL III,Y
5513,-8026689.26296553,5062095.60620509,5672,706320,LAWRENCE + MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,NOT AVAILABLE,(860) 442-0711,GENERAL ACUTE CARE,OPEN,252,NEW LONDON,09011,USA,41.336451777,-72.104976458,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/lookup/generateroster.aspx,2020/08/12 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,http://www.lmhospital.org,070007,NOT AVAILABLE,9,NON-PROFIT,-999,252,NOT AVAILABLE,Y
5514,-8024946.26145183,5092733.31001561,5673,2006360,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,NOT AVAILABLE,(860) 889-8331,GENERAL ACUTE CARE,OPEN,213,NEW LONDON,09011,USA,41.5427735580001,-72.089318809,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/lookup/generateroster.aspx,2020/08/12 00:00:00+00,IMAGERY,2014/03/13 00:00:00+00,http://www.backushospital.org,070024,NOT AVAILABLE,9,NON-PROFIT,-999,213,LEVEL III,Y
5515,-12507097.3347762,3956764.76868395,5674,9685338,ABRAZO WEST CAMPUS HOSPITAL DEVELOPMENT OF WEST PHOENIX,13677 W MCDOWELL ROAD,GOODYEAR,AZ,85338,NOT AVAILABLE,(623) 882-1500,GENERAL ACUTE CARE,OPEN,188,MARICOPA,04013,USA,33.461821968,-112.353166958,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.azdhs.gov/als/databases/,2020/08/10 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,https://www.abrazohealth.com,NOT AVAILABLE,NOT AVAILABLE,4,PROPRIETARY,-999,188,LEVEL I,Y
