PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,DEASCHEDULE
75839-462_7125b540-94f3-4155-ac8f-4ada8f8ed377,75839-462,BULK INGREDIENT,Amiloride HCI,POWDER,20130401,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals,AMILORIDE HYDROCHLORIDE,25,g/25g,
75839-463_20109ac3-3138-4be0-8a7d-85008f3d249b,75839-463,BULK INGREDIENT,Tranilast,POWDER,20130401,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals,TRANILAST,500,g/500g,
75839-471_3b1221c0-cfd7-4007-9b52-fd4242ab90b4,75839-471,BULK INGREDIENT,EZETIMIBE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,EZETIMIBE,1,kg/kg,
75839-472_46657b68-c9dd-4754-e054-00144ff8d46c,75839-472,BULK INGREDIENT,THEOPHYLLINE ANHYDROUS,POWDER,20141012,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,THEOPHYLLINE ANHYDROUS,1,kg/kg,
75839-473_a9f5fbd8-dfff-42f9-83ab-d81a2cce2abc,75839-473,BULK INGREDIENT,CITALOPRAM HYDROBROMIDE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,CITALOPRAM HYDROBROMIDE,1,kg/kg,
75839-474_45d2f98f-9785-4d09-8205-09b84d2dfa2e,75839-474,BULK INGREDIENT,MEPIVACAINE HYDROCHLORIDE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,MEPIVACAINE HYDROCHLORIDE,1,kg/kg,
75839-475_c7b9a819-d2ee-4c82-8038-2bdf175d9c4d,75839-475,BULK INGREDIENT,.ALPHA.-LIPOIC ACID,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,.ALPHA.-LIPOIC ACID,1,kg/kg,
75839-476_ca8e1549-bcbb-47ee-8e71-c68dea3c85b1,75839-476,BULK INGREDIENT,CALCIPOTRIENE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,CALCIPOTRIENE,1,g/g,
75839-477_4f799292-2618-4b64-b2c0-7a105c0ff113,75839-477,BULK INGREDIENT,CAPTOPRIL,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,CAPTOPRIL,1,kg/kg,
75839-479_000fda3d-4420-47c6-a6f8-0d875df41523,75839-479,BULK INGREDIENT,CERAMIDE 1,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,CERAMIDE 1,1,kg/kg,
75839-480_7c7353fd-4ae5-445b-9105-23a8b9553d3a,75839-480,BULK INGREDIENT,DIPHENCYPRONE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,DIPHENCYPRONE,1,kg/kg,
75839-481_01684f9a-dba0-4c33-8eb8-0f95265d0c3e,75839-481,BULK INGREDIENT,DOXORUBICIN HYDROCHLORIDE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,DOXORUBICIN HYDROCHLORIDE,1,kg/kg,
75839-482_596bf4a1-5b84-446a-9224-2013fbb8b736,75839-482,BULK INGREDIENT,FLUCYTOSINE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,FLUCYTOSINE,1,kg/kg,
75839-484_70cd5561-bdd9-4e2e-b6f9-3bdbcbd544d9,75839-484,BULK INGREDIENT,PREDNISONE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,PREDNISONE,1,kg/kg,
75839-486_44d31daa-4b7f-1313-e054-00144ff88e88,75839-486,BULK INGREDIENT,TIOPRONIN,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,TIOPRONIN,1,kg/kg,
75839-487_e383fa00-0731-4c88-82f4-aa8278b1b3af,75839-487,BULK INGREDIENT,TRAZODONE HYDROCHLORIDE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,TRAZODONE HYDROCHLORIDE,1,kg/kg,
75839-488_ec2774b2-d645-4eb5-8a80-01c9a8e539c3,75839-488,BULK INGREDIENT,UBIDECARENONE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,UBIDECARENONE,1,g/g,
75839-489_6e39e223-e53a-47a2-996e-35f4eae88bcb,75839-489,BULK INGREDIENT,MICONAZOLE NITRATE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,BISTORTA VIVIPARA ROOT,1,g/g,
75839-490_e1b3f65a-fbb8-4fb9-8c1a-21c7317bb3c9,75839-490,BULK INGREDIENT,KETOCONAZOLE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,KETOCONAZOLE,1,kg/kg,
75839-491_3a1b3c4d-4954-44fd-a688-a547b5bef641,75839-491,BULK INGREDIENT,PENICILLAMINE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,PENICILLAMINE,1,kg/kg,
75839-492_1aed9e3d-acdc-4e5f-a2bc-2617ada8ab9f,75839-492,BULK INGREDIENT,RIVAROXABAN,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,RIVAROXABAN,1,kg/kg,
75839-493_7852891e-6fa8-4709-96e3-ca9672a8e38a,75839-493,BULK INGREDIENT,"3,5-DIIODOTHYRONINE, L-",POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,"3,5-DIIODOTHYRONINE, L-",1,kg/kg,
75839-494_3eacc3aa-19dc-41fb-e054-00144ff88e88,75839-494,BULK INGREDIENT,GAMMA ORYZANOL,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,GAMMA ORYZANOL,1,kg/kg,
75839-495_191a6dc8-a48e-4886-a912-3fea6764d459,75839-495,BULK INGREDIENT,ROXITHROMYCIN,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,ROXITHROMYCIN,1,kg/kg,
75839-496_7f749b15-8c96-4651-85a2-fb88006c7342,75839-496,BULK INGREDIENT,MICONAZOLE NITRATE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,HISTAMINE PHOSPHATE,1,kg/kg,
75839-497_9572b509-a2e1-4777-a238-33d451be1639,75839-497,BULK INGREDIENT,CARBOPLATIN,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,CARBOPLATIN,1,kg/kg,
75839-498_3a21890a-04de-4b3a-bda1-150f29af9479,75839-498,BULK INGREDIENT,MICONAZOLE NITRATE,POWDER,20141012,,BULK INGREDIENT,Attix Pharmaceuticals Inc,MICONAZOLE NITRATE,1,kg/kg,
75839-499_fb582a80-552f-44fb-ae06-a966e50cd641,75839-499,BULK INGREDIENT,DAPTOMYCIN,POWDER,20141028,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,DAPTOMYCIN,1,g/g,
75839-500_874395c9-85c8-4172-9076-f481b42498b2,75839-500,BULK INGREDIENT,ISOSORBIDE DINITRATE / LACTOSE,POWDER,20141028,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,ISOSORBIDE DINITRATE; LACTOSE,40; 60,g/100g; g/100g,
75839-502_88c8f17e-621b-431a-8433-a2d37d436eb5,75839-502,BULK INGREDIENT,TAMSULOSIN,POWDER,20141124,,BULK INGREDIENT,Attix Pharmaceuticals Inc,TAMSULOSIN,1,kg/kg,
75839-503_f8ee57e3-0beb-4a54-9d35-5f8884036d66,75839-503,BULK INGREDIENT,Flumazenil,POWDER,20141111,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,FLUMAZENIL,1,g/g,
75839-504_25edda2d-a0fe-46aa-be52-54ac02d99215,75839-504,BULK INGREDIENT,DACARBAZINE,POWDER,20141111,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,DACARBAZINE,1,kg/kg,
75839-505_b7ba873e-928b-4620-8497-fb7af49592fc,75839-505,BULK INGREDIENT,Lapatinib,POWDER,20141111,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,LAPATINIB,1,kg/kg,
75839-506_e75e71b0-825a-4313-9aad-b1222d543b83,75839-506,BULK INGREDIENT,BENZNIDAZOLE,POWDER,20141124,,BULK INGREDIENT,Attix Pharmaceuticals Inc,BENZNIDAZOLE,1,kg/kg,
75839-507_0e766298-4205-4bc2-8267-bf2479efcd2e,75839-507,BULK INGREDIENT,FLUOROURACIL,POWDER,20141111,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,FLUOROURACIL,1,kg/kg,
75839-508_471a2e4b-995b-6dcf-e054-00144ff8d46c,75839-508,BULK INGREDIENT,DANTROLENE SODIUM,POWDER,20141111,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,DANTROLENE SODIUM,1,kg/kg,
75839-509_3f87d345-bf4e-4930-8650-4be6a746e6a4,75839-509,BULK INGREDIENT,MILTEFOSINE,POWDER,20141111,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,MILTEFOSINE,1,g/g,
75839-510_3bd0b19d-b9b2-4624-a54d-0e9fde7ed902,75839-510,BULK INGREDIENT,FAMOTIDINE,POWDER,20141124,,BULK INGREDIENT,Attix Pharmaceuticals Inc,FAMOTIDINE,1,g/g,
75839-511_6d92cd93-6c52-4eef-99d1-e9b615804d6d,75839-511,BULK INGREDIENT,TETRACYCLINE,POWDER,20141111,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,TETRACYCLINE,1,kg/kg,
75839-512_b1fd7cb2-c70d-4709-a7e1-982446302aab,75839-512,BULK INGREDIENT,PIPERINE,POWDER,20141114,,BULK INGREDIENT,Attix Pharmaceuticals Inc,PIPERINE,1,g/g,
75839-513_f7ff4373-bf38-4170-8215-57761b963ef0,75839-513,BULK INGREDIENT,RESVERATROL,POWDER,20141112,,BULK INGREDIENT,Attix Pharmaceuticals Inc,RESVERATROL,1,g/g,
75839-525_312386dd-bf31-447e-b078-ba6706bb777d,75839-525,BULK INGREDIENT,CEPHALEXIN,POWDER,20141124,,BULK INGREDIENT,Attix Pharmaceuticals Inc,CEPHALEXIN,1,kg/kg,
75839-526_5be8cd20-1717-4e55-9f5c-61154db4af80,75839-526,BULK INGREDIENT,GATIFLOXACIN,POWDER,20141124,,BULK INGREDIENT,Attix Pharmaceuticals Inc,GATIFLOXACIN,1,g/g,
75839-527_5203820d-b6c4-6c7c-e054-00144ff8d46c,75839-527,BULK INGREDIENT,METRONIDAZOLE BENZOATE,POWDER,20150113,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,METRONIDAZOLE BENZOATE,1,kg/kg,
75839-528_f08a7fbe-1890-49cf-b105-01a29f65f894,75839-528,BULK INGREDIENT,PIOGLITAZONE HYDROCHLORIDE,POWDER,20150113,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,PIOGLITAZONE HYDROCHLORIDE,1,kg/kg,
75839-531_6fc7d711-7ad6-4900-98ff-011bd8ad303a,75839-531,BULK INGREDIENT,NICARDIPINE HYDROCHLORIDE,POWDER,20150113,,DRUG FOR FURTHER PROCESSING,Attix Pharmaceuticals Inc,NICARDIPINE HYDROCHLORIDE,1,kg/kg,
75839-535_296fbb3b-fe75-4f4c-a01b-309fb3ecd37c,75839-535,BULK INGREDIENT,TRICAINE METHANESULFONATE,POWDER,20150120,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,TRICAINE METHANESULFONATE,1,kg/kg,
75839-536_9e3aa3c6-d006-47d6-bf43-aa1b34c2a5dd,75839-536,BULK INGREDIENT,RIBAVIRIN,POWDER,20150120,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,RIBAVIRIN,1,kg/kg,
75839-537_821d28d9-1f01-4baa-943f-570e561d8186,75839-537,BULK INGREDIENT,THIABENDAZOLE,POWDER,20150127,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,THIABENDAZOLE,1,kg/kg,
75839-538_3ead3157-973d-2a76-e054-00144ff8d46c,75839-538,BULK INGREDIENT,METFORMIN HYDROCHLORIDE,POWDER,20150127,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,METFORMIN HYDROCHLORIDE,1,kg/kg,
75839-539_5ff86706-81ca-4ef8-b6b7-392c729b911a,75839-539,BULK INGREDIENT,CHLORPHENIRAMINE MALEATE,POWDER,20150127,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,CHLORPHENIRAMINE MALEATE,1,kg/kg,
75839-540_e933480f-be38-441a-b307-e0e4fd723f74,75839-540,BULK INGREDIENT,ESTROPIPATE,POWDER,20150127,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,ESTROPIPATE,1,kg/kg,
75839-551_33228f1a-5df2-0e17-e054-00144ff8d46c,75839-551,BULK INGREDIENT,ETIDRONATE DISODIUM,POWDER,20160511,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,ETIDRONATE DISODIUM,1,kg/kg,
75839-600_304d295d-afc7-493b-e054-00144ff8d46c,75839-600,BULK INGREDIENT,DIETHYLSTILBESTROL,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,DIETHYLSTILBESTROL,1,kg/kg,
75839-601_4be1fbbc-345f-430c-e054-00144ff88e88,75839-601,BULK INGREDIENT,DUTASTERIDE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,DUTASTERIDE,1,kg/kg,
75839-602_304d4586-8ca2-56a8-e054-00144ff8d46c,75839-602,BULK INGREDIENT,FINASTERIDE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,FINASTERIDE,1,kg/kg,
75839-603_304d75e8-7f61-15ef-e054-00144ff88e88,75839-603,BULK INGREDIENT,OXFENDAZOLE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,OXFENDAZOLE,1,kg/kg,
75839-604_4eb95421-b047-4712-e054-00144ff8d46c,75839-604,BULK INGREDIENT,FENOFIBRATE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,FENOFIBRATE,1,kg/kg,
75839-605_588a303c-c740-6280-e053-2991aa0ac3a1,75839-605,BULK INGREDIENT,VANCOMYCIN HYDROCHLORIDE,POWDER,20130405,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,VANCOMYCIN HYDROCHLORIDE,1,kg/kg,
75839-606_304d4586-8cad-56a8-e054-00144ff8d46c,75839-606,BULK INGREDIENT,PANTOPRAZOLE SODIUM,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,PANTOPRAZOLE SODIUM,1,kg/kg,
75839-607_304e0ab9-fdff-21df-e054-00144ff88e88,75839-607,BULK INGREDIENT,EFLORNITHINE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,EFLORNITHINE,1,kg/kg,
75839-608_5205beb6-59ba-6e31-e054-00144ff8d46c,75839-608,BULK INGREDIENT,QUETIAPINE FUMARATE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,QUETIAPINE FUMARATE,1,kg/kg,
75839-609_304dc86d-06c7-214e-e054-00144ff88e88,75839-609,BULK INGREDIENT,HYDROCORTISONE ACETATE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,HYDROCORTISONE ACETATE,1,kg/kg,
75839-610_304e3972-c0d7-0d67-e054-00144ff8d46c,75839-610,BULK INGREDIENT,PREDNISOLONE SODIUM PHOSPHATE,POWDER,20160412,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,PREDNISOLONE SODIUM PHOSPHATE,1,kg/kg,
75839-611_55cc3d3f-abca-6bfb-e054-00144ff88e88,75839-611,BULK INGREDIENT,ISONIAZID,POWDER,20160617,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,ISONIAZID,1,kg/kg,
75839-612_4d0f0b67-b9ce-12e7-e054-00144ff8d46c,75839-612,BULK INGREDIENT,PROPRANOLOL HYDROCHLORIDE,POWDER,20160628,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,PROPRANOLOL HYDROCHLORIDE,1,kg/kg,
75839-613_365756eb-b76c-5519-e054-00144ff8d46c,75839-613,BULK INGREDIENT,NITROFURAZONE,POWDER,20160628,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,NITROFURAZONE,1,kg/kg,
75839-614_365756eb-b771-5519-e054-00144ff8d46c,75839-614,BULK INGREDIENT,YOHIMBINE HYDROCHLORIDE,POWDER,20160628,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,YOHIMBINE HYDROCHLORIDE,1,kg/kg,
75839-615_4923badb-32f3-558d-e054-00144ff88e88,75839-615,BULK INGREDIENT,Ziconotide Acetate,POWDER,20160705,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,ZICONOTIDE ACETATE,1,g/g,
75839-617_42b257e9-f471-32c9-e054-00144ff8d46c,75839-617,BULK INGREDIENT,Dexamethasone Acetate,POWDER,20161014,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,"DEXAMETHASONE ACETATE, UNSPECIFIED FORM",25,kg/25kg,
75839-618_3fefdb32-c2f2-5cc2-e054-00144ff88e88,75839-618,BULK INGREDIENT,Atracurium Besylate,POWDER,20161028,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,ATRACURIUM BESYLATE,25,kg/25kg,
75839-619_42730cf2-8d55-0908-e054-00144ff8d46c,75839-619,BULK INGREDIENT,Melanotan II Acetate,POWDER,20161129,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,AFAMELANOTIDE,1,g/g,
75839-620_4275ce04-6517-01f2-e054-00144ff88e88,75839-620,BULK INGREDIENT,Leuprolide Acetate,POWDER,20161129,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals,LEUPROLIDE ACETATE,1,g/g,
75839-621_441eb19f-427f-01b7-e054-00144ff8d46c,75839-621,BULK INGREDIENT,Hexarelin Acetate,POWDER,20161201,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,EXAMORELIN,1,g/g,
75839-622_49876413-6144-1b45-e054-00144ff8d46c,75839-622,BULK INGREDIENT,Itraconazole Pellets,PELLET,20170227,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,ITRACONAZOLE,5,kg/5kg,
75839-623_4a663ccf-8883-14e8-e054-00144ff88e88,75839-623,BULK INGREDIENT,Doxycycline Monohydrate,POWDER,20170310,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,DOXYCYCLINE,1,kg/kg,
75839-624_540ee397-a527-3624-e054-00144ff8d46c,75839-624,BULK INGREDIENT,Pyrilamine Maleate,POWDER,20170707,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,PYRILAMINE MALEATE,1,g/g,
75839-625_540ee63d-3ea4-3c33-e054-00144ff8d46c,75839-625,BULK INGREDIENT,Clindamycin Phosphate,POWDER,20170711,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,CLINDAMYCIN PHOSPHATE,1,g/g,
75839-626_54ad135a-f747-568a-e054-00144ff88e88,75839-626,BULK INGREDIENT,CJC-1295,POWDER,20170717,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,CJC-1295,1,g/g,
75839-627_5486d426-4703-0bed-e054-00144ff8d46c,75839-627,BULK INGREDIENT,Thymosin Alpha 1,POWDER,20170717,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,THYMALFASIN,1,g/g,
75839-628_549e6902-7450-07ed-e054-00144ff8d46c,75839-628,BULK INGREDIENT,GHRP-6 Acetate,POWDER,20130503,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,GROWTH HORMONE RELEASING HEXAPEPTIDE,1,g/g,
75839-629_5786085c-e62c-3e42-e053-2991aa0a269d,75839-629,BULK INGREDIENT,Dihydrostreptomycin Sulfate,POWDER,20170824,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,DIHYDROSTREPTOMYCIN SULFATE,10,g/10g,
75839-630_5872236e-65d1-c949-e053-2a91aa0a8b1e,75839-630,BULK INGREDIENT,Ursodeoxycholic Acid,POWDER,20170905,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,URSODIOL,50,g/50g,
75839-810_5525ae00-28cf-30e4-e054-00144ff8d46c,75839-810,BULK INGREDIENT,CISAPRIDE MONOHYDRATE,POWDER,20130411,,BULK INGREDIENT FOR ANIMAL DRUG COMPOUNDING,Attix Pharmaceuticals Inc,CISAPRIDE MONOHYDRATE,500,g/500g,
75839-824_4b535c7b-8f4c-12bc-e054-00144ff88e88,75839-824,BULK INGREDIENT,DESMOPRESSIN ACETATE,POWDER,20130416,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,DESMOPRESSIN ACETATE,1,g/g,
75839-908_309d982b-be6f-4396-9f67-62542fbce5a5,75839-908,BULK INGREDIENT,D-ASPARTATE CALCIUM CHELATED,POWDER,20130411,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Attix Pharmaceuticals Inc,"ASPARTIC ACID, DL-",25,g/25g,
75840-091_6f78077b-c7cf-4916-90cc-a46049ade027,75840-091,BULK INGREDIENT,DIETHYLENE GLYCOL MONOETHYL ETHER,LIQUID,20150601,,DRUG FOR FURTHER PROCESSING,Genpak Solutions LLC,DIETHYLENE GLYCOL MONOETHYL ETHER,1,g/g,
75840-092_22de1822-579a-474a-802a-ae4f0616f432,75840-092,BULK INGREDIENT,HYALURONATE SODIUM,LIQUID,20150601,,DRUG FOR FURTHER PROCESSING,Genpak Solutions LLC,HYALURONATE SODIUM,1,g/g,
75840-101_2546d73f-fe90-4ac1-bad8-15f07c6bc4db,75840-101,BULK INGREDIENT,FLURBIPROFEN,CRYSTAL,20151115,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Genpak Solutions LLC,FLURBIPROFEN,1,g/g,
75840-102_7e0c61e6-d9f8-49a3-9aec-048ceaf77960,75840-102,BULK INGREDIENT,DICLOFENAC SODIUM,POWDER,20151215,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GenPak Solutions LLC,DICLOFENAC SODIUM,1,g/g,
75840-103_8e19aa9f-4956-4f02-9c40-bc34922b529f,75840-103,BULK INGREDIENT,AMANTADINE HYDROCHLORIDE,POWDER,20151215,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GenPak Solutions LLC,AMANTADINE HYDROCHLORIDE,1,g/g,
75840-104_1818906a-f0b5-4cd3-a5f8-6f638550a6b2,75840-104,BULK INGREDIENT,BACLOFEN,POWDER,20151215,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GenPak Solutions LLC,BACLOFEN,1,g/g,
75840-105_3792a661-279a-4473-82ad-bc4a23126da1,75840-105,BULK INGREDIENT,CYCLOBENZAPRINE HYDROCHLORIDE,POWDER,20151215,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GenPak Solutions LLC,CYCLOBENZAPRINE HYDROCHLORIDE,1,g/g,
75840-106_adf02dba-fb57-477c-a4c0-864ccae060e3,75840-106,BULK INGREDIENT,BUPIVACAINE HYDROCHLORIDE,POWDER,20151215,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GenPak Solutions LLC,BUPIVACAINE HYDROCHLORIDE,1,g/g,
75840-107_caef772b-6965-410a-903e-86dd8154a074,75840-107,BULK INGREDIENT,GABAPENTIN,POWDER,20151115,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Genpak Solutions LLC,GABAPENTIN,1,g/g,
75840-108_46e7797f-8271-488a-aa3d-e96c9db532b1,75840-108,BULK INGREDIENT,FLUTICASONE PROPIONATE,POWDER,20151115,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Genpak Solutions LLC,FLUTICASONE PROPIONATE,1,g/g,
75840-109_f6e70cb5-bceb-4dc4-936b-66785108b66b,75840-109,BULK INGREDIENT,LEVOCETIRIZINE DIHYDROCHLORIDE,POWDER,20151115,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,Genpak Solutions LLC,LEVOCETIRIZINE DIHYDROCHLORIDE,1,g/g,
75840-110_32bd8408-8a58-4189-b098-034f344cd4b9,75840-110,BULK INGREDIENT,TAMOXIFEN CITRATE,POWDER,20151215,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,GenPak Solutions LLC,TAMOXIFEN CITRATE,1,g/g,
75842-0293_26ad6b19-885e-4be3-a5ec-132d8c02d8ed,75842-0293,BULK INGREDIENT,Capsaicin,POWDER,20110602,,BULK INGREDIENT,Chillies Exports House Limited,CAPSAICIN,1,kg/kg,
75852-704_506aeb61-652e-4697-b9d9-5053dc1c8187,75852-704,BULK INGREDIENT,perindopril erbumine,POWDER,19931203,,BULK INGREDIENT,ORIL Industrie,PERINDOPRIL ERBUMINE,1,kg/kg,
75852-816_1e1fa91a-6229-4f99-b4d0-934d1e0dd977,75852-816,BULK INGREDIENT,ivabradine hydrochloride,POWDER,20140221,,BULK INGREDIENT,ORIL Industrie,IVABRADINE HYDROCHLORIDE,1,kg/kg,
75852-817_6140525d-c2c1-47a0-8c6b-82ccac2d6212,75852-817,BULK INGREDIENT,perindopril arginine,POWDER,20100922,,BULK INGREDIENT,ORIL Industrie,PERINDOPRIL ARGININE,1,kg/kg,
